title,year,genres,director,cast,keywords,overview,tagline,vote_average,vote_count,runtime,popularity,id,genres_token,director_token,original_language
A Nightmare on Elm Street 3: Dream Warriors,1987,Horror Thriller,Chuck Russell,Robert Englund Patricia Arquette Heather Langenkamp John Saxon Craig Wasson,group therapy nightmare hypnosis trapped alcoholic,"It's been many years since Freddy Krueger's first victim, Nancy, came face-to-face with Freddy and his sadistic, evil ways. Now, Nancy's all grown up; she's put her frightening nightmares behind her and is helping teens cope with their dreams. Too bad Freddy's decided to herald his return by invading the kids' dreams and scaring them into committing suicide.","If you think you're ready for Freddy, think again!",6.5,354,96.0,17.304054999999998,10072,Horror Thriller,ChuckRussell,en
Instructions Not Included,2013,Comedy Drama,Eugenio Derbez,Loreto Peralta Eugenio Derbez Jessica Lindsey Daniel Raymont Hugo Stiglitz,bachelor vespa,"Valentin is Acapulco's resident playboy, until a former fling leaves a baby on his doorstep and him heading with her out of Mexico.",Life doesn't care if you're ready.,7.5,205,115.0,9.59729,211954,Comedy Drama,EugenioDerbez,es
Paranormal Activity 4,2012,Horror,Henry Joost,Katie Featherston Kathryn Newton Matt Shively Aiden Lovekamp Brady Allen,garage poltergeist webcam imaginary friend bathtub,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in.",It's closer than you think,5.2,563,95.0,20.326337,82990,Horror,HenryJoost,en
The Robe,1953,Drama,Henry Koster,Richard Burton Jean Simmons Victor Mature Jay Robinson Richard Boone,crucifixion ancient rome,"Marcellus is a tribune in the time of Christ. He is in charge of the group that is assigned to crucify Jesus. Drunk, he wins Jesus' homespun robe after the crucifixion. He is tormented by nightmares and delusions after the event. Hoping to find a way to live with what he has done, and still not believing in Jesus, he returns to Palestine to try and learn what he can of the man he killed.",The first motion picture in CinemaScope--the modern miracle you see without glasses!,6.4,42,135.0,4.028875,29912,Drama,HenryKoster,en
The Return of the Pink Panther,1975,Comedy,Blake Edwards,Peter Sellers Christopher Plummer Herbert Lom Catherine Schell Peter Arne,robbery diamant c\u00f4te d'azur inspector panther,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,,6.7,137,113.0,6.470766,11843,Comedy,BlakeEdwards,en
Freddy's Dead: The Final Nightmare,1991,Horror Thriller Comedy,Rachel Talalay,Robert Englund Lisa Zane Shon Greenblatt Lezlie Deane Ricky Dean Logan,amnesia nightmare alternate dimension psychologist memory loss,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",They saved the best for last.,5.1,272,89.0,16.856231,11284,Horror Thriller Comedy,RachelTalalay,en
Monster,2003,Crime Drama,Patty Jenkins,Charlize Theron Christina Ricci Bruce Dern Lee Tergesen Annie Corley,female nudity prostitute rape sexual abuse desperation,Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer.,The first female serial killer of America,7.0,485,110.0,19.683187,504,Crime Drama,PattyJenkins,en
"20,000 Leagues Under the Sea",1954,Adventure Drama Science Fiction,Richard Fleischer,Kirk Douglas James Mason Paul Lukas Peter Lorre Robert J. Wilke,diving ocean submarine jules verne captain,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",The mightiest motion picture of them all!,6.8,157,127.0,9.358197,173,Adventure Drama ScienceFiction,RichardFleischer,en
Paranormal Activity: The Marked Ones,2014,Horror Thriller,Christopher B. Landon,Andrew Jacobs Richard Cabral Carlos Pratts Eddie J. Fernandez Jorge Diaz,supernatural demon found footage,"Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul.",You're one of us now.,5.2,449,84.0,19.984477,227348,Horror Thriller,ChristopherB.Landon,en
The Elephant Man,1980,Drama History,David Lynch,Anthony Hopkins John Hurt Anne Bancroft John Gielgud Wendy Hiller,exploitation biography hospital curiosity sideshow,"A Victorian surgeon rescues a heavily disfigured man being mistreated by his ""owner"" as a side-show freak. Behind his monstrous façade, there is revealed a person of great intelligence and sensitivity. Based on the true story of Joseph Merrick (called John Merrick in the film), a severely deformed man in 19th century London.",I am not an animal! I am a human being! I... am... a man!,7.9,719,124.0,30.271066,1955,Drama History,DavidLynch,en
Dallas Buyers Club,2013,Drama History,Jean-Marc Vall\u00e9e,Matthew McConaughey Jennifer Garner Jared Leto Denis O'Hare Steve Zahn,women aids biography based on true story hiv,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",Sometimes it takes a hustler to change the world,7.9,2886,117.0,59.454473,152532,Drama History,Jean-MarcVall\u00e9e,en
The Lazarus Effect,2015,Thriller Horror,David Gelb,Olivia Wilde Mark Duplass Donald Glover Evan Peters Sarah Bolger,terror experiment afterlife paranormal violence,"Medical researcher Frank, his fiancee Zoe and their team have achieved the impossible: they have found a way to revive the dead. After a successful, but unsanctioned, experiment on a lifeless animal, they are ready to make their work public. However, when their dean learns what they've done, he shuts them down. Zoe is killed during an attempt to recreate the experiment, leading Frank to test the process on her. Zoe is revived -- but something evil is within her.",Evil will rise.,5.1,505,83.0,20.304235,243940,Thriller Horror,DavidGelb,en
Memento,2000,Mystery Thriller,Christopher Nolan,Guy Pearce Carrie-Anne Moss Joe Pantoliano Mark Boone Junior Stephen Tobolowsky,individual insulin tattoo waitress amnesia,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",Some memories are best forgotten.,8.1,4028,113.0,60.715151,77,Mystery Thriller,ChristopherNolan,en
Oculus,2013,Horror,Mike Flanagan,Karen Gillan Brenton Thwaites Katee Sackhoff James Lafferty Rory Cochrane,hallucination supernatural mirror skepticism ghost,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,You see what it wants you to see,6.3,1050,104.0,35.871248,157547,Horror,MikeFlanagan,en
Clerks II,2006,Comedy,Kevin Smith,Brian O'Halloran Jeff Anderson Jason Mewes Kevin Smith Rosario Dawson,independent film aftercreditsstinger duringcreditsstinger,"A calamity at Dante and Randall's shops sends them looking for new horizons - but they ultimately settle at Mooby's, a fictional Disney-McDonald's-style fast-food empire.",With No Power Comes No Responsibility,6.9,398,97.0,18.077963,2295,Comedy,KevinSmith,en
Billy Elliot,2000,Drama Comedy Music,Stephen Daldry,Jamie Bell Julie Walters Jean Heywood Jamie Draven Gary Lewis,workers' quarter dancing class strike northern england scholarship,"Set against the background of the 1984 Miner's Strike, Billy Elliot is an 11 year old boy who stumbles out of the boxing ring and onto the ballet floor. He faces many trials and triumphs as he strives to conquer his family's set ways, inner conflict, and standing on his toes!",Inside every one of us is a special talent waiting to come out. The trick is finding it.,7.4,750,110.0,20.428237,71,Drama Comedy Music,StephenDaldry,en
The Way Way Back,2013,Comedy Drama,Nat Faxon,Liam James Steve Carell Toni Collette AnnaSophia Robb Sam Rockwell,shyness beach bicycle conversation friendship,"Over the course of his summer break, a teenager comes into his own thanks in part to the friendship he strikes up with one of the park's managers.",We've all been there.,7.1,688,103.0,32.14444,147773,Comedy Drama,NatFaxon,en
House Party 2,1991,Comedy,Doug McHenry,Martin Lawrence Christopher Martin Christopher Reid Paul Anthony Tisha Campbell-Martin,,Kid'N'Play leave their neighborhood and enter the world of adulthood and higher education. Play attempts to get rich quick in the music business while Kid faces the challenges of college.,,4.7,21,94.0,3.673566000000001,16096,Comedy,DougMcHenry,en
The Man from Snowy River,1982,Family Drama Action Western Romance,George T. Miller,Tom Burlinson Terence Donovan Kirk Douglas Tommy Dysart Bruce Kerr,regret river horse ranch australia,"Jim Craig has lived his first 18 years in the mountains of Australia on his father's farm. The death of his father forces him to go to the low lands to earn enough money to get the farm back on its feet. Kirk Douglas plays two roles as twin brothers who haven't spoken for years, one of whom was Jim's father's best friend and the other of whom is the father of the girl he wants to marry.",The story of a boy suddenly alone in the world. The men who challenge him. And the girl who helps him become a man.,6.8,37,104.0,3.656491,24266,Family Drama Action Western Romance,GeorgeT.Miller,en
Doug's 1st Movie,1999,Animation Family Comedy,Maurice Joyce,Thomas McHugh Fred Newman Chris Phillips Constance Shulman,journalism dance daydream friendship pollution,Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.,You'll Dig Doug!,5.4,22,77.0,1.88484,16508,Animation Family Comedy,MauriceJoyce,en
The Apostle,1997,Drama,Robert Duvall,Robert Duvall Billy Bob Thornton June Carter Cash Farrah Fawcett Miranda Richardson,christianity coma jealousy radio station texas,"After his happy life spins out of control, a preacher from Texas changes his name, goes to Louisiana and starts preaching on the radio.",The hardest soul to save was his own.,6.1,38,134.0,4.227807,2895,Drama,RobertDuvall,en
Mommie Dearest,1981,Drama,Frank Perry,Faye Dunaway Diana Scarwid Steve Forrest Howard Da Silva Mara Hobel,ax biography sociopath lawyer mansion,"In this biographical film, glamorous yet lonely star Joan Crawford takes in two orphans, and at first their unconventional family seems happy. But after Joan's attempts at romantic fulfillment go sour and she is fired from her contract with MGM studios, her callous and abusive behavior towards her daughter Christina becomes even more pronounced. Christina leaves home and takes her first acting role, only to find her mother's presence still overshadowing her.",The meanest mother of them all,6.5,54,129.0,3.102862,15660,Drama,FrankPerry,en
Our Idiot Brother,2011,Comedy Drama,Jesse Peretz,Paul Rudd Elizabeth Banks Zooey Deschanel Emily Mortimer Adam Scott,brother sister relationship sister sister relationship family clan idealist duringcreditsstinger,"Everybody has the sibling who is always just a little bit behind the curve when it comes to getting his life together. For sisters Liz, Miranda and Natalie, that person is their perennially upbeat brother Ned, an erstwhile organic farmer whose willingness to rely on the honesty of mankind is a less-than-optimum strategy for a tidy, trouble-free existence. Ned may be utterly lacking in common sense, but he is their brother and so, after his girlfriend dumps him and boots him off the farm, his sisters once again come to his rescue. As Liz, Miranda and Natalie each take a turn at housing Ned, their brother's unfailing commitment to honesty creates more than a few messes in their comfortable routines. But as each of their lives begins to unravel, Ned's family comes to realize that maybe, in believing and trusting the people around him, Ned isn't such an idiot after all.",Everybody has one,5.9,365,90.0,15.688439,59968,Comedy Drama,JessePeretz,en
